Item LC 116,Descrição Item,CÓDIGO NACIONAL,CNAE,NBS,DESCRIÇÃO NBS,cClassTrib,nome cClassTrib,ONDA DE CADASTRO,,,,
04.10,Nutrição.,041001,8650002,1.2301.99.00,Outros serviços de saúde humana não classificados em subposições anteriores,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.10,Nutrição.,041001,8650007,1.2301.99.00,Outros serviços de saúde humana não classificados em subposições anteriores,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.11,Obstetrícia.,041101,8630502,1.2301.12.00,Serviços ginecológicos e obstétricos ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.11,Obstetrícia.,041101,8630503,1.2301.12.00,Serviços ginecológicos e obstétricos ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.11,Obstetrícia.,041101,8630507,1.2301.12.00,Serviços ginecológicos e obstétricos ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.11,Obstetrícia.,041101,8630502,1.2301.97.00,Serviços de assistência ao parto e pós-parto,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.11,Obstetrícia.,041101,8630503,1.2301.97.00,Serviços de assistência ao parto e pós-parto,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.11,Obstetrícia.,041101,8630507,1.2301.97.00,Serviços de assistência ao parto e pós-parto,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.12,Odontologia.,041201,8630504,1.2301.23.00,Serviços odontológicos,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.13,Ortóptica.,041301,3250706,1.2301.99.00,Outros serviços de saúde humana não classificados em subposições anteriores,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.13,Ortóptica.,041301,3250706,1.2301.99.00,Outros serviços de saúde humana não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.14,Próteses Sob Encomenda.,041401,3250706,1.2301.99.00,Outros serviços de saúde humana não classificados em subposições anteriores,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.14,Próteses Sob Encomenda.,041401,3250706,1.2301.99.00,Outros serviços de saúde humana não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.15,Psicanálise.,041501,8650003,1.2301.22.00,Serviços médicos especializados ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.15,Psicanálise.,041501,8720401,1.2301.22.00,Serviços médicos especializados ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.15,Psicanálise.,041501,8720499,1.2301.22.00,Serviços médicos especializados ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.16,Psicologia.,041601,8650003,1.2301.98.00,Serviços de psicologia,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.16,Psicologia.,041601,8720401,1.2301.98.00,Serviços de psicologia,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.16,Psicologia.,041601,8720499,1.2301.98.00,Serviços de psicologia,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041703,8511200,1.2201.11.00,Serviços de creche ou entidade equivalente,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8720401,1.2302.10.00,Serviços de cuidado em saúde em unidades de acolhimento,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8720499,1.2302.10.00,Serviços de cuidado em saúde em unidades de acolhimento,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8711504,1.2302.10.00,Serviços de cuidado em saúde em unidades de acolhimento,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041704,8711501,1.2302.21.00,Serviços de assistência a idosos em unidades de acolhimento ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041704,8711502,1.2302.21.00,Serviços de assistência a idosos em unidades de acolhimento ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041704,8711505,1.2302.21.00,Serviços de assistência a idosos em unidades de acolhimento ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8711503,1.2302.22.00,Serviços de assistência a crianças e adolescentes com deficiência em unidades de acolhimento ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8711503,1.2302.23.00,Serviços de assistência a adultos com deficiência em unidades de acolhimento,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8730101,1.2303.00.00,Serviços de assistência social com acomodação,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8730102,1.2303.00.00,Serviços de assistência social com acomodação,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.17,"Casas De Repouso E De Recuperação, Creches, Asilos E Congêneres.",041702,8730199,1.2303.00.00,Serviços de assistência social com acomodação,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.18,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",041801,8630501,1.2301.21.00,Serviços de clínica médica ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.18,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",041801,8630502,1.2301.21.00,Serviços de clínica médica ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.18,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",041801,8630503,1.2301.21.00,Serviços de clínica médica ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.18,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",041801,8630599,1.2301.21.00,Serviços de clínica médica ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.18,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",041801,8660700,1.2301.21.00,Serviços de clínica médica ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.18,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",041801,8660700,1.2301.21.00,Serviços de clínica médica ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.19,"Bancos De Sangue, Leite, Pele, Olhos, Óvulos, Sêmen E Congêneres.",041901,8630507,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.19,"Bancos De Sangue, Leite, Pele, Olhos, Óvulos, Sêmen E Congêneres.",041901,8640212,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.19,"Bancos De Sangue, Leite, Pele, Olhos, Óvulos, Sêmen E Congêneres.",041901,8640214,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.19,"Bancos De Sangue, Leite, Pele, Olhos, Óvulos, Sêmen E Congêneres.",041901,8690902,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.20,"Coleta De Sangue, Leite, Tecidos, Sêmen, Órgãos E Materiais Biológicos De Qualquer Espécie.",042001,8630507,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.20,"Coleta De Sangue, Leite, Tecidos, Sêmen, Órgãos E Materiais Biológicos De Qualquer Espécie.",042001,8640212,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.20,"Coleta De Sangue, Leite, Tecidos, Sêmen, Órgãos E Materiais Biológicos De Qualquer Espécie.",042001,8640214,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.20,"Coleta De Sangue, Leite, Tecidos, Sêmen, Órgãos E Materiais Biológicos De Qualquer Espécie.",042001,8690902,1.2301.95.00,Serviços de bancos de material biológico humano ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.21,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",042101,8621601,1.2301.96.00,Serviços de ambulância ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.21,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",042101,8621602,1.2301.96.00,Serviços de ambulância ,200029,Fornecimento dos serviços de saúde humana (Anexo III),1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,6550200,1.0910.10.00,Serviços de planos privados de assistência à saúde,011002,Planos de assistência à saúde,1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,6629100,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,011002,Planos de assistência à saúde,1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,8660700,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,011002,Planos de assistência à saúde,1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,8690999,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,011002,Planos de assistência à saúde,1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,6629100,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,8660700,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.22,"Planos De Medicina De Grupo Ou Individual E Convênios Para Prestação De Assistência Médica, Hospitalar, Odontológica E Congêneres.",042201,8690999,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,6550200,1.0910.10.00,Serviços de planos privados de assistência à saúde,011002,Planos de assistência à saúde,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,6629100,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,011002,Planos de assistência à saúde,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,8660700,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,011002,Planos de assistência à saúde,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,8690999,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,011002,Planos de assistência à saúde,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,6629100,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,8660700,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
04.23,"Outros Planos De Saúde Que Se Cumpram Através De Serviços De Terceiros Contratados, Credenciados, Cooperados Ou Apenas Pagos Pelo Operador Do Plano Mediante Indicação Do Beneficiário.",042301,8690999,1.0910.90.00,Serviços de planos privados de assistência à saúde e serviços relacionados não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.01,Medicina Veterinária E Zootecnia.,050101,7500100,1.1405.12.00,"Serviços de atendimento, assistência ou tratamento para animais domésticos",200052,Prestação de serviços de profissões intelectuais,1° ONDA,,,,
05.01,Medicina Veterinária E Zootecnia.,050102,0162803,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.01,Medicina Veterinária E Zootecnia.,050102,7490103,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.01,Medicina Veterinária E Zootecnia.,050101,7500100,1.1405.90.00,Serviços veterinários não classificados em subposições anteriores,200052,Prestação de serviços de profissões intelectuais,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050201,7500100,1.1405.11.00,"Serviços hospitalares, com ou sem internação, para animais domésticos",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050101,7500100,1.1405.12.00,"Serviços de atendimento, assistência ou tratamento para animais domésticos",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050201,3822000,1.1405.21.00,"Serviços hospitalares, com ou sem internação, para animais de corte",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050201,7490103,1.1405.21.00,"Serviços hospitalares, com ou sem internação, para animais de corte",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050201,3822000,1.1405.21.00,"Serviços hospitalares, com ou sem internação, para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050201,7490103,1.1405.21.00,"Serviços hospitalares, com ou sem internação, para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050202,3822000,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050202,7490103,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050202,3822000,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.02,"Hospitais, Clínicas, Ambulatórios, Prontos-Socorros E Congêneres, Na Área Veterinária.",050202,7490103,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.03,Laboratórios De Análise Na Área Veterinária.,050301,7500100,1.1405.90.00,Serviços veterinários não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.04,"5.04 - Inseminação artificial, fertilização in vitro e congêneres.",050401,7500100, 1.1405.90.00,Serviços veterinários não classificados em subposições anteriores,200052,Prestação de serviços de profissões intelectuais,2° ONDA (Thiago Paulino),,,,
05.04,"Inseminação Artificial, Fertilização In Vitro E Congêneres.",050401,0162801,1.1405.90.00,Serviços veterinários não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.05,Bancos De Sangue E De Órgãos E Congêneres.,050501,0162899,1.1405.40.00,"Serviços de bancos de órgãos, sangue, sêmen, tecidos, óvulos e outros materiais biológicos",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.06,"Coleta De Sangue, Leite, Tecidos, Sêmen, Órgãos E Materiais Biológicos De Qualquer Espécie.",050601,0162899,1.1405.40.00,"Serviços de bancos de órgãos, sangue, sêmen, tecidos, óvulos e outros materiais biológicos",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.07,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",050901,7500100,1.1405.12.00,"Serviços de atendimento, assistência ou tratamento para animais domésticos",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.07,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",050901,0162803,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.07,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",050901,7490103,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",200038,Fornecimento dos insumos agropecuários e aquícolas (Anexo IX),1° ONDA,,,,
05.07,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",050901,0162803,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.07,"Unidade De Atendimento, Assistência Ou Tratamento Móvel E Congêneres.",050901,7490103,1.1405.22.00,"Serviços de atendimento, assistência ou tratamento para animais de corte",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.08,"Guarda, Tratamento, Amestramento, Embelezamento, Alojamento E Congêneres.",050801,0162802,1.1405.60.00,"Serviços de guarda, adestramento, embelezamento e alojamento",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.08,"Guarda, Tratamento, Amestramento, Embelezamento, Alojamento E Congêneres.",050801,0162803,1.1405.60.00,"Serviços de guarda, adestramento, embelezamento e alojamento",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.08,"Guarda, Tratamento, Amestramento, Embelezamento, Alojamento E Congêneres.",050801,0162899,1.1405.60.00,"Serviços de guarda, adestramento, embelezamento e alojamento",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.08,"Guarda, Tratamento, Amestramento, Embelezamento, Alojamento E Congêneres.",050801,8011102,1.1405.60.00,"Serviços de guarda, adestramento, embelezamento e alojamento",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.08,"Guarda, Tratamento, Amestramento, Embelezamento, Alojamento E Congêneres.",050801,9609207,1.1405.60.00,"Serviços de guarda, adestramento, embelezamento e alojamento",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.08,"Guarda, Tratamento, Amestramento, Embelezamento, Alojamento E Congêneres.",050801,9609208,1.1405.60.00,"Serviços de guarda, adestramento, embelezamento e alojamento",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
05.09,Planos De Atendimento E Assistência Médico-Veterinária.,050901,6550200,1.1405.50.00,Planos de atendimento e assistência médico-veterinária,011005,Planos de assistência à saúde de animais domésticos,1° ONDA,,,,
06.01,"Barbearia, Cabeleireiros, Manicuros, Pedicuros E Congêneres.",060101,9602501,1.2602.10.00,Serviços de cabeleireiros e barbeiros ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.01,"Barbearia, Cabeleireiros, Manicuros, Pedicuros E Congêneres.",060101,9602502,1.2602.10.00,Serviços de cabeleireiros e barbeiros ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.01,"Barbearia, Cabeleireiros, Manicuros, Pedicuros E Congêneres.",060201,8690904,1.2602.20.00,"Serviços de manicure, pedicure e tratamento cosmético ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"6.02 - Esteticistas, tratamento de pele, depilação e congêneres.","  60.201,00 ",9602502, 1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,2° ONDA (Thiago Paulino),,,,
06.02,"6.02 - Esteticistas, tratamento de pele, depilação e congêneres.",060201,9602502, 1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,2° ONDA (Thiago Paulino),,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,8690904,1.2602.20.00,"Serviços de manicure, pedicure e tratamento cosmético ",000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,8591100,1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609205,1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609206,1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609299,1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609201,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609205,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609206,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.02,"Esteticistas, Tratamento De Pele, Depilação E Congêneres.",060201,9609299,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.03,"Banhos, Duchas, Sauna, Massagens E Congêneres.",060301,9609205,1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.04,"Ginástica, Dança, Esportes, Natação, Artes Marciais E Demais Atividades Físicas.",060401,7490102,1.2205.12.00,Serviços de educação desportiva e recreacional ,200041,Fornecimento de serviço de educação desportiva (art. 141. I),1° ONDA,,,,
06.04,"Ginástica, Dança, Esportes, Natação, Artes Marciais E Demais Atividades Físicas.",060401,8591100,1.2205.12.00,Serviços de educação desportiva e recreacional ,200041,Fornecimento de serviço de educação desportiva (art. 141. I),1° ONDA,,,,
06.04,"Ginástica, Dança, Esportes, Natação, Artes Marciais E Demais Atividades Físicas.",060401,8592901,1.2205.12.00,Serviços de educação desportiva e recreacional ,200041,Fornecimento de serviço de educação desportiva (art. 141. I),1° ONDA,,,,
06.04,"Ginástica, Dança, Esportes, Natação, Artes Marciais E Demais Atividades Físicas.",060401,9313100,1.2205.12.00,Serviços de educação desportiva e recreacional ,200041,Fornecimento de serviço de educação desportiva (art. 141. I),1° ONDA,,,,
06.04,"Ginástica, Dança, Esportes, Natação, Artes Marciais E Demais Atividades Físicas.",060401,9319199,1.2505.90.00,Serviços desportivos e recreacionais desportivos não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.04,"Ginástica, Dança, Esportes, Natação, Artes Marciais E Demais Atividades Físicas.",060401,9312300,1.2505.90.00,Serviços desportivos e recreacionais desportivos não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.05,"Centros De Emagrecimento, Spa E Congêneres.",060501,9609205,1.2602.30.00,Serviços de bem-estar físico ,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.05,"Centros De Emagrecimento, Spa E Congêneres.",060501,9609205,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.05,"Centros De Emagrecimento, Spa E Congêneres.",060501,9609206,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.05,"Centros De Emagrecimento, Spa E Congêneres.",060501,9609299,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
06.06,"Aplicação De Tatuagens, Piercings E Congêneres.",060601,9609206,1.2602.90.00,Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores,000001,Situações tributadas integralmente pelo IBS e CBS.,1° ONDA,,,,
07.01,"7.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.",070101,7490103, 1.1402.11.00,Serviços de consultoria em arquitetura ,200052,Prestação de serviços de profissões intelectuais,2° ONDA (Thiago Paulino),,,,
